"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R670-A_Gain","R670-H_Gain","R730-A_Gain","R730-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B710-A_Gain","B710-H_Gain","V450-A_Gain","V450-H_Gain","V525-A_Gain","V525-H_Gain","V610-A_Gain","V610-H_Gain","V670-A_Gain","V670-H_Gain","Y590-A_Gain","Y590-H_Gain","Y615-A_Gain","Y615-H_Gain","Y710-A_Gain","Y710-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R670-A","R670-H","R730-A","R730-H","R780-A","R780-H","B530-A","B530-H","B710-A","B710-H","V450-A","V450-H","V525-A","V525-H","V610-A","V610-H","V670-A","V670-H","Y590-A","Y590-H","Y615-A","Y615-H","Y710-A","Y710-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","Time_Gain"
"13-JUL-2017",2017-07-13 10:58:50,"2017-07-13","10H 58M 50S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,108463.453125,NA,NA,119295.54296875,NA,NA,646.570007324219,NA,219.119995117188,NA,178.449996948242,NA,411.320007324219,NA,236.600006103516,NA,674.919982910156,NA,452.139984130859,NA,391.040008544922,NA,323.359985351562,NA,374.5,NA,462.5,NA,219.5,NA,161,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"12-JUL-2017",2017-07-12 08:57:10,"2017-07-12","8H 57M 10S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106342.47265625,NA,NA,119559.4453125,NA,NA,669.809997558594,NA,222.440002441406,NA,183.429992675781,NA,415.870025634766,NA,237.510009765625,NA,653.299987792969,NA,436.160003662109,NA,388.220001220703,NA,328.059997558594,NA,386.5,NA,474,NA,230.5,NA,168.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"11-JUL-2017",2017-07-11 09:36:19,"2017-07-11","9H 36M 19S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105360.75,NA,NA,119749.6328125,NA,NA,649.890014648438,NA,219.119995117188,NA,183.429992675781,NA,418.600006103516,NA,240.240005493164,NA,650.47998046875,NA,440.859985351562,NA,399.5,NA,331.820007324219,NA,390,NA,469.5,NA,228.5,NA,169.75,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"10-JUL-2017",2017-07-10 10:19:32,"2017-07-10","10H 19M 32S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105665.71484375,NA,NA,120108.62890625,NA,NA,682.260009765625,NA,221.610000610352,NA,183.429992675781,NA,422.240020751953,NA,248.43000793457,NA,636.380004882812,NA,426.760009765625,NA,390.100006103516,NA,324.299987792969,NA,395.5,NA,491.5,NA,232.5,NA,171,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"07-JUL-2017",2017-07-07 11:01:32,"2017-07-07","11H 1M 32S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106425.90234375,NA,NA,118953.83984375,NA,NA,633.289978027344,NA,209.15998840332,NA,172.639999389648,NA,415.870025634766,NA,234.780014038086,NA,654.239990234375,NA,446.5,NA,396.679992675781,NA,316.779998779297,NA,381,NA,464.5,NA,223.25,NA,163,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"06-JUL-2017",2017-07-06 11:21:29,"2017-07-06","11H 21M 29S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,107343.6328125,NA,NA,119309.1953125,NA,NA,639.099975585938,NA,209.989990234375,NA,173.470001220703,NA,408.590026855469,NA,224.770004272461,NA,659.880004882812,NA,443.679992675781,NA,385.399993896484,NA,308.320007324219,NA,373,NA,450,NA,215.5,NA,159.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"05-JUL-2017",2017-07-05 10:23:59,"2017-07-05","10H 23M 59S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106065.046875,NA,NA,119120.8203125,NA,NA,635.364990234375,NA,205.009994506836,NA,174.300003051758,NA,409.5,NA,225.225006103516,NA,644.839996337891,NA,438.040008544922,NA,400.440002441406,NA,319.130004882812,NA,381.75,NA,451.25,NA,224.5,NA,156.25,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"03-JUL-2017",2017-07-03 11:00:23,"2017-07-03","11H 0M 23S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,103288.7734375,NA,NA,117699.859375,NA,NA,650.304992675781,NA,209.989990234375,NA,174.300003051758,NA,404.950012207031,NA,222.040008544922,NA,636.380004882812,NA,431.459991455078,NA,393.389999389648,NA,308.320007324219,NA,379.75,NA,463.75,NA,221.5,NA,161.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"30-JUN-2017",2017-06-30 09:13:24,"2017-06-30","9H 13M 24S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105130.3046875,NA,NA,117017.359375,NA,NA,620.010009765625,NA,205.839996337891,NA,171.809997558594,NA,404.040008544922,NA,226.59001159668,NA,625.099975585938,NA,424.880004882812,NA,376,NA,306.440002441406,NA,370.5,NA,439,NA,216.5,NA,158,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"29-JUN-2017",2017-06-29 10:54:21,"2017-06-29","10H 54M 21S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,102984.61328125,NA,NA,115940.828125,NA,NA,622.5,NA,205.839996337891,NA,166,NA,406.77001953125,NA,227.5,NA,598.779968261719,NA,402.320007324219,NA,374.119995117188,NA,315.839996337891,NA,384.75,NA,454.5,NA,228.75,NA,166.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"28-JUN-2017",2017-06-28 10:21:55,"2017-06-28","10H 21M 55S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,104948.4609375,NA,NA,119662.7265625,NA,NA,636.609985351562,NA,211.649993896484,NA,179.279998779297,NA,409.5,NA,237.510009765625,NA,571.52001953125,NA,379.760009765625,NA,358.139984130859,NA,308.320007324219,NA,390,NA,471.5,NA,229.5,NA,169,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"26-JUN-2017",2017-06-26 10:19:53,"2017-06-26","10H 19M 53S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,104058.26953125,NA,NA,119755.546875,NA,NA,658.190002441406,NA,193.389999389648,NA,158.529998779297,NA,415.870025634766,NA,228.410003662109,NA,603.47998046875,NA,396.679992675781,NA,382.579986572266,NA,314.899993896484,NA,400,NA,517,NA,211.5,NA,143,NA,62.5,0,21,42.5,0.83,0.91,0.94,0.5,400
"23-JUN-2017",2017-06-23 14:06:42,"2017-06-23","14H 6M 42S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,109242.2734375,NA,NA,118489.28125,NA,NA,638.269958496094,NA,215.800003051758,NA,186.75,NA,421.330017089844,NA,242.970001220703,NA,659.880004882812,NA,457.779998779297,NA,407.959991455078,NA,351.559997558594,NA,384,NA,478,NA,217,NA,160,NA,62.5,0,21,42.5,0.83,0.91,0.94,0.5,400
"21-JUN-2017",2017-06-21 10:35:45,"2017-06-21","10H 35M 45S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106955.234375,NA,NA,120736.0703125,NA,NA,580.169982910156,NA,168.489990234375,NA,132.800003051758,NA,405.860015869141,NA,206.570007324219,NA,650.47998046875,NA,443.679992675781,NA,383.519989013672,NA,302.679992675781,NA,346,NA,444.5,NA,183,NA,123,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"19-JUN-2017",2017-06-19 15:44:32,"2017-06-19","15H 44M 32S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106881.12109375,NA,NA,118275.88671875,NA,NA,627.47998046875,NA,214.970001220703,NA,180.940002441406,NA,407.680023193359,NA,232.960006713867,NA,655.179992675781,NA,454.019989013672,NA,397.619995117188,NA,325.239990234375,NA,376.5,NA,466,NA,213.5,NA,158.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"16-JUN-2017",2017-06-16 10:15:21,"2017-06-16","10H 15M 21S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106468.42578125,NA,NA,118853.28515625,NA,NA,629.969970703125,NA,216.629989624023,NA,176.789993286133,NA,412.230010986328,NA,246.155006408691,NA,648.599975585938,NA,455.899993896484,NA,406.549987792969,NA,335.579986572266,NA,396.5,NA,491,NA,231,NA,172,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"15-JUN-2017",2017-06-15 11:03:42,"2017-06-15","11H 3M 42S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105412.58984375,NA,NA,119783.7578125,NA,NA,627.47998046875,NA,211.649993896484,NA,178.449996948242,NA,404.040008544922,NA,227.5,NA,634.5,NA,438.040008544922,NA,358.139984130859,NA,325.239990234375,NA,379,NA,462.5,NA,219.75,NA,161,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"14-JUN-2017",2017-06-14 14:12:30,"2017-06-14","14H 12M 30S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105660.046875,NA,NA,120386.6328125,NA,NA,633.289978027344,NA,218.289993286133,NA,182.599990844727,NA,410.410003662109,NA,240.240005493164,NA,659.880004882812,NA,451.200012207031,NA,378.820007324219,NA,344.040008544922,NA,390.5,NA,479,NA,229.5,NA,165.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"13-JUN-2017",2017-06-13 10:36:11,"2017-06-13","10H 36M 11S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106874.234375,NA,NA,117693.9453125,NA,NA,647.399963378906,NA,219.119995117188,NA,184.259994506836,NA,409.5,NA,236.600006103516,NA,650.47998046875,NA,445.559997558594,NA,365.660003662109,NA,331.350006103516,NA,386,NA,477,NA,227.5,NA,167,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"09-JUN-2017",2017-06-09 11:07:55,"2017-06-09","11H 7M 55S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106612.203125,NA,NA,118288.171875,NA,NA,654.039978027344,NA,221.610000610352,NA,185.089996337891,NA,411.320007324219,NA,241.150009155273,NA,624.159973144531,NA,431.459991455078,NA,353.440002441406,NA,325.239990234375,NA,395.5,NA,476,NA,231.5,NA,169.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"08-JUN-2017",2017-06-08 17:10:43,"2017-06-08","17H 10M 43S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,92182.046875,NA,NA,117160.68359375,NA,NA,589.714996337891,NA,172.224998474121,NA,136.119995117188,NA,373.55500793457,NA,188.825004577637,NA,569.170013427734,NA,381.169998168945,NA,309.260009765625,NA,266.959991455078,NA,342.25,NA,425.25,NA,178.5,NA,124.75,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"07-JUN-2017",2017-06-07 09:18:59,"2017-06-07","9H 18M 59S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,102494.96875,NA,NA,119963.48046875,NA,NA,642.419982910156,NA,199.199996948242,NA,162.679992675781,NA,404.950012207031,NA,222.495010375977,NA,587.5,NA,407.959991455078,NA,337.459991455078,NA,298.920013427734,NA,382.5,NA,471.75,NA,211.5,NA,152.5,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"05-JUN-2017",2017-06-05 10:01:11,"2017-06-05","10H 1M 11S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,103754.51953125,NA,NA,121100.984375,NA,NA,636.609985351562,NA,200.029998779297,NA,165.169998168945,NA,409.5,NA,224.770004272461,NA,614.760009765625,NA,427.700012207031,NA,349.679992675781,NA,301.739990234375,NA,378.5,NA,468,NA,212.5,NA,154,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"02-JUN-2017",2017-06-02 09:08:40,"2017-06-02","9H 8M 40S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,105599.296875,NA,NA,119732.34375,NA,NA,656.114990234375,NA,209.989990234375,NA,176.789993286133,NA,410.410003662109,NA,230.230010986328,NA,541.440002441406,NA,368.480010986328,NA,311.139984130859,NA,295.160003662109,NA,392.5,NA,488.5,NA,221.5,NA,162,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"01-JUN-2017",2017-06-01 10:01:19,"2017-06-01","10H 1M 19S","Unknown","LSRII","1","Administrator",NA,NA,NA,610,NA,NA,260,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,106683.4765625,NA,NA,119911.16015625,NA,NA,659.849975585938,NA,214.970001220703,NA,182.599990844727,NA,411.320007324219,NA,230.230010986328,NA,599.719970703125,NA,410.779998779297,NA,341.690002441406,NA,310.200012207031,NA,390.25,NA,487.5,NA,224.5,NA,162,NA,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,400
"31-MAY-2017",2017-05-31 10:57:51,"2017-05-31","10H 57M 51S","Unknown","2.16.0","Unknown","Unknown",610,NA,NA,260,NA,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,400,NA,107047.9765625,NA,NA,118160.7734375,NA,NA,655.700012207031,NA,216.629989624023,NA,181.769989013672,NA,414.960021972656,NA,237.510009765625,NA,656.119995117188,NA,454.959991455078,NA,364.720001220703,NA,329,NA,383.5,NA,476,NA,228.5,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30-MAY-2017",2017-05-30 08:47:30,"2017-05-30","8H 47M 30S","Unknown","2.16.0","Unknown","Unknown",610,NA,NA,260,NA,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,400,NA,106212.05859375,NA,NA,119838.359375,NA,NA,664,NA,217.459991455078,NA,181.769989013672,NA,408.590026855469,NA,235.690002441406,NA,625.099975585938,NA,432.399993896484,NA,355.320007324219,NA,314.899993896484,NA,381,NA,469.25,NA,228,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26-MAY-2017",2017-05-26 08:58:11,"2017-05-26","8H 58M 11S","Unknown","2.16.0","Unknown","Unknown",610,NA,NA,260,NA,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,400,NA,102774.421875,NA,NA,119185.4296875,NA,NA,657.359985351562,NA,214.970001220703,NA,183.429992675781,NA,406.77001953125,NA,235.690002441406,NA,598.779968261719,NA,415.480010986328,NA,341.220001220703,NA,306.440002441406,NA,387,NA,481.5,NA,230,NA,165.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-MAY-2017",2017-05-25 20:46:05,"2017-05-25","20H 46M 5S","Unknown","2.16.0","Unknown","Unknown",610,NA,NA,260,NA,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,400,NA,106253.37109375,NA,NA,119421.125,NA,NA,660.679992675781,NA,226.589996337891,NA,189.239990234375,NA,409.5,NA,238.420013427734,NA,643.900024414062,NA,451.200012207031,NA,369.420013427734,NA,324.299987792969,NA,390,NA,488.5,NA,229,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-MAY-2017",2017-05-25 20:46:05,"2017-05-25","20H 46M 5S","Unknown","2.16.0","Unknown","Unknown",610,NA,NA,260,NA,NA,450,NA,464,NA,390,NA,466,NA,471,NA,420,NA,388,NA,500,NA,406,NA,625,NA,641,NA,525,NA,400,NA,106253.37109375,NA,NA,119421.125,NA,NA,660.679992675781,NA,226.589996337891,NA,189.239990234375,NA,409.5,NA,238.420013427734,NA,643.900024414062,NA,451.200012207031,NA,369.420013427734,NA,324.299987792969,NA,390,NA,488.5,NA,229,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
