"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","SSC-A_Gain","R670-A_Gain","R730-A_Gain","R780-A_Gain","B530-A_Gain","B710-A_Gain","V450-A_Gain","V525-A_Gain","V610-A_Gain","V670-A_Gain","Y590-A_Gain","Y615-A_Gain","Y710-A_Gain","Y780-A_Gain","FSC-A-% rCV","SSC-A-% rCV","R670-A-% rCV","R730-A-% rCV","R780-A-% rCV","B530-A-% rCV","B710-A-% rCV","V450-A-% rCV","V525-A-% rCV","V610-A-% rCV","V670-A-% rCV","Y590-A-% rCV","Y615-A-% rCV","Y710-A-% rCV","Y780-A-% rCV","FSC-A","SSC-A","R670-A","R730-A","R780-A","B530-A","B710-A","V450-A","V525-A","V610-A","V670-A","Y590-A","Y615-A","Y710-A","Y780-A","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","FSC-H_Gain","FSC-W_Gain","SSC-H_Gain","SSC-W_Gain","R670-H_Gain","R730-H_Gain","R780-H_Gain","B530-H_Gain","B710-H_Gain","V450-H_Gain","V525-H_Gain","V610-H_Gain","V670-H_Gain","Y590-H_Gain","Y615-H_Gain","Y710-H_Gain","Y780-H_Gain","FSC-H-% rCV","FSC-W-% rCV","SSC-H-% rCV","SSC-W-% rCV","R670-H-% rCV","R730-H-% rCV","R780-H-% rCV","B530-H-% rCV","B710-H-% rCV","V450-H-% rCV","V525-H-% rCV","V610-H-% rCV","V670-H-% rCV","Y590-H-% rCV","Y615-H-% rCV","Y710-H-% rCV","Y780-H-% rCV","FSC-H","FSC-W","SSC-H","SSC-W","R670-H","R730-H","R780-H","B530-H","B710-H","V450-H","V525-H","V610-H","V670-H","Y590-H","Y615-H","Y710-H","Y780-H","Time_Gain"
"03-NOV-2017",2017-11-03 09:08:32,"2017-11-03","9H 8M 32S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.49,4.09,5.44,7.42,7.51,3.55,5.8,3.77,3.52,5.29,3.64,4.22,5.55,6.13,6.57,102319.203125,118579.828125,8564.7998046875,8434.400390625,8720.39990234375,8579.48046875,9096.3603515625,9086.0400390625,9107.65966796875,9186.6201171875,8695,9432.2548828125,8932.7001953125,9155.650390625,8556.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-NOV-2017",2017-11-02 09:16:58,"2017-11-02","9H 16M 58S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.42,4.64,7.9,8.51,8.28,3.78,5.57,5.78,5.54,6.62,4.04,4.02,5.36,6.36,8.67,101660.80078125,117424.5859375,7688.80004882812,7348.80029296875,7386.39990234375,8523.060546875,8956.220703125,8588.7802734375,8691.7099609375,8820.01953125,8444.9599609375,9361.6953125,8761.93505859375,8888.84521484375,8307.21484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-NOV-2017",2017-11-01 10:11:32,"2017-11-01","10H 11M 32S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,16.87,18.79,8.74,11.88,12.73,5.55,8.14,19,17.61,17.94,9.4,7.56,9.93,9.89,11.49,105751.203125,130858.00390625,8978.400390625,7385.60009765625,7205.60009765625,8983.0654296875,8286.4599609375,8009.73999023438,7967.90991210938,8205.259765625,8092.4599609375,9724.05029296875,9246.79052734375,7661.39501953125,6731.86499023438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31-OCT-2017",2017-10-31 09:46:46,"2017-10-31","9H 46M 46S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,8.2,8.43,6.08,8.4,8.91,3.81,6.46,10.98,10.89,11.55,6.24,4.89,6.8,7.42,7.97,104061.19921875,121474.99609375,8912,7453.60009765625,7275.60009765625,8930.740234375,8252.3349609375,8087.28979492188,8078.35986328125,8228.759765625,8127.7099609375,9509.919921875,9028.4951171875,7612.64038085938,6759.30517578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30-OCT-2017",2017-10-30 08:47:49,"2017-10-30","8H 47M 49S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,12.03,16.31,7.65,9.54,10.95,5.67,8.35,12.85,11.86,12.3,7.45,6.85,8.22,8.65,10.04,104052.8046875,128991.59375,9432,7918.39990234375,7700.80029296875,9018.1005859375,8656.830078125,8893.33984375,8906.5,9110.4794921875,8626.3798828125,9930.830078125,9483.4599609375,8328.5302734375,7300.51025390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27-OCT-2017",2017-10-27 14:04:33,"2017-10-27","14H 4M 33S","Unknown","LSRII","1","Administrator",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.54,3.14,5.7,7.45,7.2,2.72,5.48,10.44,10.48,10.88,6.09,3.79,6.01,6.01,5.52,106915.203125,118342.7734375,8900,8770.400390625,8892.7998046875,8736,9202.830078125,7886.60009765625,8006.919921875,8250.3798828125,8266.3603515625,9271.2900390625,8759.73046875,8963.080078125,8428,63.43,0,21.34,42.6,0.8,0.91,0.94,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26-OCT-2017",2017-10-26 08:11:32,"2017-10-26","8H 11M 32S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.89,4.78,4.71,7.03,7.39,3.37,5.86,12.21,11.84,12.37,6.58,4.34,5.79,6.27,7.19,104600,120112.7265625,9350.400390625,7924.80029296875,7828.80029296875,8962.58984375,8611.330078125,7293.4599609375,7448.56005859375,7649.72021484375,7966.5,9773.5400390625,9304.1201171875,8300.6005859375,7379.39990234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-OCT-2017",2017-10-25 08:45:07,"2017-10-25","8H 45M 7S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.03,3.91,4.18,6.63,7.03,3.22,5.72,6.89,6.67,7.49,4.53,4.45,5.58,6.47,7.83,104589.6015625,121447.23828125,9298.00048828125,7959.2001953125,7828.00024414062,8937.1103515625,8595.4052734375,8683.25,8823.7802734375,8978.41015625,8565.2802734375,9628.2548828125,9145.8505859375,8189.3701171875,7270.37524414062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24-OCT-2017",2017-10-24 09:07:56,"2017-10-24","9H 7M 56S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.13,3.83,5.07,7.53,7.75,3.17,5.67,3.64,3.36,5.24,3.4,3.99,5.28,6.32,7.08,104172,119327.84765625,8766.00048828125,7533.2001953125,7500.80029296875,8840.650390625,8469.8251953125,9306,9445.58984375,9598.33984375,8686.5400390625,9504.28515625,9004.73046875,7973.77001953125,7112.59521484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23-OCT-2017",2017-10-23 12:05:14,"2017-10-23","12H 5M 14S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.95,2.8,4.15,6.25,7.39,3.14,5.3,2.8,2.42,4.89,3.27,4.35,5.83,6.37,7.06,105396.3984375,117827.71484375,8741.2001953125,7856,7691.19995117188,8924.3701171875,8608.14501953125,9260.41015625,9423.02978515625,9623.25,8765.02978515625,9246.79052734375,8732.2900390625,7996.55517578125,7147.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-OCT-2017",2017-10-20 08:20:27,"2017-10-20","8H 20M 27S","Unknown","LSRII","1","Administrator",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.95,3.51,8.02,9.19,9.35,3.29,5.33,12.01,11.8,11.92,6.38,3.95,5.2,6.01,7.1,103692.3984375,118956.56640625,8322.400390625,7618.39990234375,7633.60009765625,8704.150390625,8714.16015625,8051.10009765625,8173.76977539062,8417.7001953125,8148.85986328125,9556.9599609375,9035.1103515625,8515.2197265625,7760.6201171875,63.43,0,21.34,43.61,0.8,0.91,0.94,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19-OCT-2017",2017-10-19 15:10:08,"2017-10-19","15H 10M 8S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.93,4.48,4.85,7.11,8.39,3.87,6.32,7.08,6.7,7.96,4.99,4.23,5.44,6.17,7.27,104176,119135.3828125,8701.6005859375,8238.400390625,8255.2001953125,8606.7802734375,8556.73046875,8637.66015625,8879.240234375,8967.599609375,8460.9404296875,9178.1904296875,8664.1796875,8170.26025390625,7503.8603515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19-OCT-2017",2017-10-19 08:55:19,"2017-10-19","8H 55M 19S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.68,3.45,5.99,7.96,8.34,3.06,5.51,9.54,9.42,10.01,5.67,4.18,5.49,6.03,6.58,103300.40234375,118436.046875,8124.80029296875,7711.60009765625,7867.60009765625,8654.1005859375,8986.25,7351.73974609375,7597.080078125,7823.6201171875,8092.92993164062,9599.8349609375,9068.67529296875,9086.560546875,8279.775390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-OCT-2017",2017-10-18 09:27:30,"2017-10-18","9H 27M 30S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.69,3.59,6.83,8.75,9,3.1,5.52,11.62,11.42,11.56,6.46,4.2,5.2,6.11,6.87,104934,117779.02734375,8080,7682,7804.80004882812,8771.03515625,8952.580078125,7284.06005859375,7428.81982421875,7643.14013671875,7914.7998046875,9449.8955078125,8932.7001953125,8852.830078125,8349.1103515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17-OCT-2017",2017-10-17 09:29:32,"2017-10-17","9H 29M 32S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.74,3.91,9.84,12.31,12.73,3.49,6.17,17.91,18.07,17.55,8.66,4.18,5.69,7.76,10.22,104186.00390625,118832.80859375,8196.400390625,4871.2001953125,4226.80004882812,9170.525390625,7006.54516601562,7640.7900390625,7905.8701171875,8041.22998046875,7863.10009765625,9890.650390625,9340.8701171875,5874.85522460938,4364.919921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16-OCT-2017",2017-10-16 08:43:48,"2017-10-16","8H 43M 48S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.39,4.44,5.35,8.97,10.46,3.6,6.1,6.19,5.62,7.13,4.49,4.29,5.45,7.66,9.69,103507.203125,119882.4921875,9173.6005859375,5378.80004882812,4684.80029296875,9247.419921875,7058.8701171875,9689.0498046875,9799.02978515625,9880.81005859375,8692.64990234375,9824.5,9345.2802734375,5821.2001953125,4349.240234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-OCT-2017",2017-10-13 09:27:56,"2017-10-13","9H 27M 56S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.79,4.45,7.51,10.8,12.48,4.21,6.94,3.69,3.37,5.76,4.14,4.34,5.83,9.07,12.99,103261.19921875,120197.80859375,8525.2001953125,4925.60009765625,4144.80029296875,9139.1298828125,6906.4453125,9752.02978515625,9731.8203125,9945.669921875,8704.400390625,9651.0400390625,9084.1103515625,5641.61499023438,4040.5400390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-OCT-2017",2017-10-12 08:27:23,"2017-10-12","8H 27M 23S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.78,4.02,6.15,8.89,10.45,3.18,5.95,4.91,4.69,6.07,3.92,4.43,5.6,7.74,9.77,104972.40234375,119353.328125,8347.60009765625,4931.2001953125,4357.19995117188,9211.0205078125,7042.03515625,9602.10009765625,9607.740234375,9771.2998046875,8663.9794921875,9809.80029296875,9257.5703125,5844.47509765625,4415.14501953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11-OCT-2017",2017-10-11 09:27:48,"2017-10-11","9H 27M 48S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.65,3.43,4.74,8.25,9.52,3.14,5.68,4.67,4.36,5.74,3.63,4.16,5.34,7.44,9.41,105500,119405.65625,8984,5276,4672.80029296875,9275.6298828125,7031.5703125,9796.6796875,9777.8798828125,9951.7802734375,8710.9794921875,9741.6904296875,9226.7001953125,5721.240234375,4376.18994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10-OCT-2017",2017-10-10 08:57:18,"2017-10-10","8H 57M 18S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.82,4.19,4.58,6.5,6.47,3.37,5.69,4.33,4.21,5.75,4.01,4.37,5.62,6.37,7.07,105250,120565.44921875,9377.2001953125,8992.39990234375,9207.2001953125,8893.4306640625,9388.470703125,9632.1796875,9585.64990234375,9919.8203125,9135.8603515625,9609.88037109375,9160.060546875,9369.044921875,8951.5654296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09-OCT-2017",2017-10-09 09:07:02,"2017-10-09","9H 7M 2S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.5,3.74,5.05,7.07,7,3.3,5.57,3.49,3.24,5.11,3.61,4.44,5.63,6.4,7.03,105788.40234375,121428.12890625,9391.2001953125,9037.6005859375,9169.6005859375,8987.16015625,9489.025390625,9795.740234375,9728.0595703125,10004.419921875,9226.099609375,9582.1953125,9117.67529296875,9403.1005859375,8897.42041015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06-OCT-2017",2017-10-06 10:23:04,"2017-10-06","10H 23M 4S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.68,2.88,5.05,7.25,7.3,2.83,5.45,3.08,2.79,4.74,3.4,4.11,5.56,6.3,6.52,107702.3984375,119476.6328125,8787.2001953125,8438.400390625,8529.6005859375,8861.580078125,9012.640625,9498.7001953125,9540.0595703125,9673.5400390625,8904.6201171875,9341.3603515625,8833.7197265625,8693.580078125,8127.63037109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05-OCT-2017",2017-10-05 09:33:11,"2017-10-05","9H 33M 11S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.32,3.28,5.24,7.28,7.36,2.96,5.43,4.62,4.38,5.65,3.82,4.31,5.48,6.2,6.76,105964,120789.765625,9038.400390625,8844.7998046875,9140.7998046875,8887.970703125,9336.6005859375,9300.3603515625,9269.33984375,9467.6796875,8858.5595703125,9538.33984375,9062.060546875,9263.4501953125,8903.2998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04-OCT-2017",2017-10-04 11:16:51,"2017-10-04","11H 16M 51S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.87,3.72,7.18,9.05,9.42,3.29,5.51,5.93,5.82,6.81,4.16,4.1,5.37,6.02,6.63,107345.6015625,123297.7265625,8056,7807.2001953125,8098.39990234375,8988.98046875,9554.08984375,9040.919921875,9050.3203125,9352.0595703125,8638.599609375,9845.5703125,9315.8798828125,9508.4501953125,9055.6904296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03-OCT-2017",2017-10-03 09:04:22,"2017-10-03","9H 4M 22S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.93,3.67,7.12,8.75,8.98,3.13,5.54,7.72,7.68,8.52,4.79,4.08,5.32,6.18,7.3,104980,120824.34375,7879.2001953125,7117.60009765625,7228.80029296875,8923.4599609375,8916.1806640625,8489.1396484375,8491.9599609375,8779.599609375,8490.080078125,9602.0400390625,9117.919921875,8656.830078125,8021.30029296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02-OCT-2017",2017-10-02 11:03:55,"2017-10-02","11H 3M 55S","Unknown","2.16.0","Unknown","",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.68,2.83,5.2,7.45,7.68,2.74,5.27,6.8,6.55,7.55,4.59,4.12,5.57,6.07,6.45,106702.80078125,118501.11328125,8629.6005859375,8123.2001953125,8202.80029296875,8901.6201171875,8857.0302734375,8468.93017578125,8558.7001953125,8736.3603515625,8466.580078125,9274.23046875,8758.259765625,8467.6904296875,7910.80517578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29-SEP-2017",2017-09-29 09:01:51,"2017-09-29","9H 1M 51S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.99,5.02,4.83,6.58,6.73,3.75,5.66,8.09,7.95,8.63,4.7,4.43,5.29,6.31,7.12,107677.6015625,122077.4140625,9180,7086.39990234375,6869.60009765625,9219.2099609375,8171.80029296875,8334.0400390625,8365.0595703125,8660.2197265625,8296.4404296875,10324.7900390625,9727.9697265625,7639.10009765625,6456.240234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28-SEP-2017",2017-09-28 08:22:51,"2017-09-28","8H 22M 51S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.85,6.39,4.7,6.77,7.13,4.88,6.69,5.78,5.42,6.58,4.36,4.06,5.15,6.57,7.16,107628.8046875,124258.6796875,9370.400390625,7480,7203.2001953125,9230.1298828125,8450.259765625,9723.3603515625,9719.599609375,10060.8203125,9109.5400390625,9796.080078125,9315.8798828125,7813.5400390625,6713.490234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27-SEP-2017",2017-09-27 09:53:58,"2017-09-27","9H 53M 58S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.8,2.93,3.95,5.7,6.36,2.64,5.23,2.7,2.23,4.43,3.31,4.42,5.7,6.41,6.93,107225.6015625,118406.01953125,8912,7168.00024414062,6886.80004882812,9049.9501953125,8170.89013671875,9812.66015625,9802.3203125,10060.3500976562,9010.83984375,9408,8903.05517578125,7410.76025390625,6428.06518554688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
