"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","SSC-A_Gain","R670-A_Gain","R730-A_Gain","R780-A_Gain","B530-A_Gain","B710-A_Gain","V450-A_Gain","V525-A_Gain","V610-A_Gain","V670-A_Gain","Y590-A_Gain","Y615-A_Gain","Y710-A_Gain","Y780-A_Gain","FSC-A-% rCV","SSC-A-% rCV","R670-A-% rCV","R730-A-% rCV","R780-A-% rCV","B530-A-% rCV","B710-A-% rCV","V450-A-% rCV","V525-A-% rCV","V610-A-% rCV","V670-A-% rCV","Y590-A-% rCV","Y615-A-% rCV","Y710-A-% rCV","Y780-A-% rCV","FSC-A","SSC-A","R670-A","R730-A","R780-A","B530-A","B710-A","V450-A","V525-A","V610-A","V670-A","Y590-A","Y615-A","Y710-A","Y780-A","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","FSC-H_Gain","FSC-W_Gain","SSC-H_Gain","SSC-W_Gain","R670-H_Gain","R730-H_Gain","R780-H_Gain","B530-H_Gain","B710-H_Gain","V450-H_Gain","V525-H_Gain","V610-H_Gain","V670-H_Gain","Y590-H_Gain","Y615-H_Gain","Y710-H_Gain","Y780-H_Gain","FSC-H-% rCV","FSC-W-% rCV","SSC-H-% rCV","SSC-W-% rCV","R670-H-% rCV","R730-H-% rCV","R780-H-% rCV","B530-H-% rCV","B710-H-% rCV","V450-H-% rCV","V525-H-% rCV","V610-H-% rCV","V670-H-% rCV","Y590-H-% rCV","Y615-H-% rCV","Y710-H-% rCV","Y780-H-% rCV","FSC-H","FSC-W","SSC-H","SSC-W","R670-H","R730-H","R780-H","B530-H","B710-H","V450-H","V525-H","V610-H","V670-H","Y590-H","Y615-H","Y710-H","Y780-H","Time_Gain"
"06-JUL-2017",2017-07-06 11:21:29,"2017-07-06","11H 21M 29S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,1.81,3.01,3.86,5.89,5.85,2.68,5.07,2.62,2.34,4.48,3.07,4.19,5.61,5.82,6.18,109444.7734375,120745.171875,10043,9249.51953125,9303.4697265625,9218.2998046875,9159.150390625,9933.919921875,9771.2998046875,9947.080078125,8987.33984375,9777,9281,8947,8749.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"05-JUL-2017",2017-07-05 10:23:59,"2017-07-05","10H 23M 59S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.42,3.94,4.43,6.53,7.7,3.02,5.54,3.66,3.55,4.91,4.04,4.53,5.03,6.39,7.86,108179.546875,120840.7265625,9804.7900390625,7862.58984375,7641.81005859375,9247.419921875,8475.740234375,9671.66015625,9591.759765625,9772.240234375,8793.7001953125,10096,9617,8104,7318.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"03-JUL-2017",2017-07-03 11:00:23,"2017-07-03","11H 0M 23S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.26,4.05,5.19,7.17,7.05,3.38,6.17,4.37,3.84,5.59,3.72,4.11,5.35,6.6,7.54,106789.58984375,119873.390625,10137.6201171875,9342.4794921875,9405.5595703125,9049.0400390625,9144.13525390625,9655.2099609375,9546.169921875,9819.240234375,9009.900390625,9883.5,9401,9294.75,9008.25,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"30-JUN-2017",2017-06-30 09:13:24,"2017-06-30","9H 13M 24S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.67,5.22,5.8,7.7,7.62,4.23,5.99,5.61,5.36,6.58,4.56,4.69,6.31,6.25,6.87,108541.6171875,120120.9140625,9842.9697265625,9273.58984375,9559.109375,9062.6904296875,9170.98046875,9462.9794921875,9368.0400390625,9591.759765625,8853.8603515625,9829.5,9319.5,9232,9118.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"29-JUN-2017",2017-06-29 10:54:21,"2017-06-29","10H 54M 21S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.93,4.78,5.66,7.96,8.08,3.68,5.41,6.06,5.97,6.82,4.29,4.15,4.82,5.49,5.57,106180.0625,118597.1171875,9568.65478515625,9093.89453125,9391.4501953125,8897.98046875,9170.0703125,8837.88037109375,8782.89013671875,9047.5,8707.68994140625,9915.25,9421.5,9612.75,9496.75,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"28-JUN-2017",2017-06-28 10:21:55,"2017-06-28","10H 21M 55S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.04,4.17,4.94,7.04,7.23,3.35,5.31,8.1,8.24,8.45,4.88,4.05,5.33,5.85,6.04,107794.796875,121502.296875,9697.7197265625,9339.990234375,9619.7001953125,8948.9404296875,9271.990234375,8374.4599609375,8305.83984375,8580.3203125,8343.4404296875,9838,9362,9435.5,9353.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"26-JUN-2017",2017-06-26 10:19:53,"2017-06-26","10H 19M 53S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,6.05,12.47,6.55,9.98,10.99,5.13,7.8,10.76,9.5,10.01,5.85,6.34,8.37,9.7,11.12,109262.5234375,128450.140625,10104.419921875,5684.669921875,4970.0400390625,9549.5400390625,7123.47998046875,9127.400390625,9186.6201171875,9412.2197265625,8478.7998046875,10485.5,10057,5963,4547.5,62.5,0,21,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"23-JUN-2017",2017-06-23 14:06:42,"2017-06-23","14H 6M 42S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,1.84,3.23,4.1,6.72,7.07,2.81,5.5,3.06,2.57,4.79,3.02,3.91,4.97,6.5,6.79,110656.93359375,119584.46875,9566.580078125,8129.84985351562,8081.294921875,9001.265625,8422.9599609375,9801.85009765625,9838.51025390625,10072.1000976562,8930.47021484375,9621.5,9084.25,7848.5,7206.75,62.5,0,21,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"21-JUN-2017",2017-06-21 10:35:45,"2017-06-21","10H 35M 45S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,4.96,8.53,7.01,10.88,12.27,5.98,7.48,6.8,6.18,7.27,4.49,5.18,6.78,8.28,10.02,112688.8203125,127960.109375,9691.91015625,5615.77978515625,4889.11474609375,9791.6005859375,7178.080078125,10253.51953125,10310.8603515625,10437.2900390625,8892.8701171875,10033.5,9511,5692,4402.25,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"19-JUN-2017",2017-06-19 15:44:32,"2017-06-19","15H 44M 32S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.75,3.52,5.23,7.3,8.2,3.14,5.49,3.31,3.04,5.03,3.41,4.26,5.59,6.29,7.26,109175.8515625,119641.34375,9674.4794921875,8541.5302734375,8528.25,9052.6806640625,8509.41015625,9820.1796875,9890.6796875,9944.259765625,8792.759765625,9592.5,9092,8053.5,7639,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"16-JUN-2017",2017-06-16 10:15:21,"2017-06-16","10H 15M 21S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.72,3.98,5.13,7.27,7.27,3.34,5.38,3.68,3.58,4.97,3.53,4.27,4.8,5.92,5.62,108591.84375,120229.203125,9589.8193359375,9371.5302734375,9603.9296875,8816.080078125,9203.740234375,9437.599609375,9573.900390625,9613.3798828125,8883,9739.5,9282.5,9373.5,9223,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"15-JUN-2017",2017-06-15 11:03:42,"2017-06-15","11H 3M 42S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.15,3.89,6.11,8.04,9.3,3.81,5.99,3.55,3.31,5.23,3.65,4.22,5.15,6.14,6.59,108944.59765625,121646.52734375,9639.6201171875,8842.8193359375,8810.4501953125,9037.2099609375,8712.33984375,9627.4794921875,9608.6796875,9782.10986328125,8956.7900390625,9854.75,9307.5,8600,8144,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"14-JUN-2017",2017-06-14 14:12:30,"2017-06-14","14H 12M 30S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.78,5.02,5.61,7.52,8.44,4.35,6.12,3.27,3.02,4.7,3.45,4.44,5.53,6.45,6.92,108324.9453125,122909.15625,9439.58984375,9310.939453125,9460.7548828125,8870.6806640625,9081.7998046875,9718.66015625,9636.41015625,9838.509765625,9076.6396484375,9670.5,9243.25,9166.75,8851.25,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"13-JUN-2017",2017-06-13 10:36:11,"2017-06-13","10H 36M 11S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.67,3.33,4.88,6.8,7.67,3.51,5.43,2.77,2.62,4.37,3.13,3.93,5.36,5.77,5.89,109457.32421875,119111.7265625,9762.4599609375,9422.990234375,9638.375,8943.48046875,9044.490234375,9674.4794921875,9621.83984375,9697.0400390625,8937.51953125,9771.75,9257,9114.5,8949,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"09-JUN-2017",2017-06-09 11:07:55,"2017-06-09","11H 7M 55S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.68,3.54,4.83,6.73,7.71,3.44,5.99,4.5,4.15,5.41,3.35,4.04,4.81,6.3,6.04,109088.3671875,119627.6953125,9863.7197265625,9750.009765625,9932.609375,8972.6005859375,9391.2001953125,9231.740234375,9269.33984375,9293.7802734375,8820.01953125,9781.5,9185,9371.5,9261.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"08-JUN-2017",2017-06-08 17:10:43,"2017-06-08","17H 10M 43S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,7.35,10.76,7.23,11.16,12.75,5.65,9.58,9.53,8.36,9.53,6.49,6.42,7.93,9.41,11.38,108987.9296875,124930.265625,9626.7548828125,6014.5947265625,5311.169921875,9387.560546875,7210.38525390625,9293.31005859375,9388.7197265625,9526.4296875,8508.88037109375,10097.25,9497.25,5898,4671,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"07-JUN-2017",2017-06-07 09:18:59,"2017-06-07","9H 18M 59S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.21,4.66,5.01,7.4,8.74,3.33,5.94,5.78,5.59,6.61,4.13,4.61,5.9,6.76,7.98,108162.9453125,122561.078125,9977.4296875,7703.22998046875,7408.580078125,9329.3203125,8331.9599609375,9082.2802734375,9227.0400390625,9372.740234375,8654.10986328125,10304.5,9736.75,7788,6853.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"05-JUN-2017",2017-06-05 10:01:11,"2017-06-05","10H 1M 11S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.12,4.01,4.91,7.3,9.07,3.18,5.88,3.96,3.59,5.44,3.93,4.82,5.94,7.01,8.4,108499.90234375,123325.93359375,9852.099609375,7926.5,7643.884765625,9324.7705078125,8493.0302734375,9468.6201171875,9596.4599609375,9755.3203125,8694.0595703125,10121.75,9682.75,7916.25,7122,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"02-JUN-2017",2017-06-02 09:08:40,"2017-06-02","9H 8M 40S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.53,3.33,4.56,6.65,7.63,2.94,5.44,9.2,9.12,9.48,5.27,4.21,5.62,6.51,7.26,108550.125,121299.8203125,10049.224609375,8130.6796875,7999.5400390625,9209.2001953125,8473.009765625,8151.68017578125,8254.60986328125,8404.5400390625,8248.97021484375,10246.25,9791.75,8199,7407.75,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"01-JUN-2017",2017-06-01 10:01:19,"2017-06-01","10H 1M 19S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.14,2.91,3.98,6.3,7.48,2.75,5.42,6.13,6.01,6.88,4.15,3.99,5.29,6.25,7.37,109021.140625,121176.515625,10055.4501953125,8187.94970703125,8089.1796875,9260.16015625,8410.220703125,9097.3203125,9141.5,9230.7998046875,8595.3603515625,10187,9787,8132.5,7389,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
